lp;data;city;shop;category;product;price;quantity
6013;2016-04-09;Berlin;Billingham Workshops;school equipment;chalk;5.0;1
6014;2016-05-27;London;Ashton Electronics;furniture;desk;149.99;5
6015;2016-09-06;Cracow;Sterling Cameras;furniture;swivel chair;69.0;22
6016;2016-02-05;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;463
6017;2016-07-07;Warszawa;North Point Services;school and office equipment;pen;1.49;152
6018;2015-10-21;Berlin;Quality Boiler Repairs;school equipment;blackboard;590.0;1
6019;2015-09-01;Barcelona;On Time Kitchens;school equipment;blackboard;590.0;4
6020;2016-09-29;Cracow;Valley Coaches;furniture;swivel chair;69.0;3
6021;2016-12-31;London;Haddow Camping Supplies;furniture;desk;149.99;5
6022;2016-08-01;Warszawa;Salisbury Promotions;school equipment;chalk;5.0;330
6023;2015-09-29;Paris;Holt Packaging;school equipment;chalk;5.0;19
6024;2015-11-07;Krakow;Grady Recycling;school equipment;blackboard;590.0;1
6025;2014-11-21;London;Newbold Accountancy Services;furniture;desk;149.99;2
6026;2016-04-23;Krakow;Grady Recycling;school and office equipment;plasticine;2.99;126
6027;2015-07-03;Paris;Holt Packaging;furniture;swivel chair;69.0;13
6028;2015-03-18;Paris;Wright Sporting Goods;school and office equipment;punch;7.5;218
6029;2016-07-24;Krakow;Jeffries Logistics;school and office equipment;punch;7.5;94
6030;2017-01-25;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;26
6031;2015-06-12;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;3
6032;2017-04-22;Paris;Wright Sporting Goods;school and office equipment;pen;0.99;235
6033;2017-04-05;Warszawa;North Point Services;school equipment;blackboard;590.0;4
6034;2015-09-02;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;237
6035;2016-12-17;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;191
6036;2015-09-09;Berlin;Billingham Workshops;furniture;swivel chair;69.0;9
6037;2017-05-01;Berlin;Billingham Workshops;school and office equipment;punch;7.5;70
6038;2015-05-28;Paris;Wright Sporting Goods;furniture;desk;149.99;17
6039;2015-05-08;Cracow;Richards Textiles;school equipment;blackboard;590.0;3
6040;2017-01-20;Warszawa;North Point Services;school equipment;blackboard;590.0;2
6041;2017-04-17;Warszawa;North Point Services;school and office equipment;plasticine;2.99;494
6042;2015-05-02;Rome;Pearce Printing;school equipment;sponge;4.0;76
6043;2016-10-18;Berlin;On Top Workshops;school equipment;blackboard;590.0;2
6044;2017-01-14;Paris;Holt Packaging;furniture;swivel chair;69.0;35
6045;2015-06-29;Barcelona;On Time Kitchens;furniture;desk;149.99;15
6046;2016-10-27;Rome;Pearce Printing;school equipment;sponge;4.0;17
6047;2016-06-04;Krakow;Noakes Paper Products;school equipment;sponge;4.0;134
6048;2017-02-18;London;Newbold Accountancy Services;school equipment;chalk;5.0;139
6049;2015-07-12;London;Haddow Camping Supplies;school equipment;sponge;4.0;127
6050;2016-03-19;Krakow;Grady Recycling;school and office equipment;pen;0.99;164
6051;2014-11-15;Warszawa;North Point Services;furniture;swivel chair;69.0;1
6052;2016-04-02;Cracow;Richards Textiles;school and office equipment;punch;7.5;46
6053;2016-06-03;Barcelona;Rathbone Double Glazing;school and office equipment;plasticine;2.99;37
6054;2015-04-14;Rome;Pearce Printing;school and office equipment;pen;1.49;15
6055;2015-08-26;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;217
6056;2015-12-07;Barcelona;On Time Kitchens;furniture;swivel chair;69.0;30
6057;2015-05-31;London;Haddow Camping Supplies;furniture;desk;149.99;9
6058;2015-11-02;Barcelona;Super Memorabilia;furniture;desk;149.99;16
6059;2015-01-22;Paris;Summit Cash & Carry;school and office equipment;pen;0.99;363
6060;2016-04-14;London;Newbold Accountancy Services;school equipment;blackboard;590.0;2
6061;2016-02-24;Berlin;Billingham Workshops;school and office equipment;pen;0.99;8
6062;2015-04-22;Warszawa;North Point Services;school and office equipment;plasticine;2.99;86
6063;2016-10-26;Paris;Holt Packaging;school and office equipment;plasticine;2.99;412
6064;2016-12-01;Rome;Pearce Printing;school equipment;chalk;5.0;78
6065;2015-05-11;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;5
6066;2017-04-15;Berlin;On Top Workshops;school equipment;sponge;4.0;81
6067;2016-06-06;Krakow;Noakes Paper Products;school equipment;sponge;4.0;44
6068;2015-04-05;Berlin;Billingham Workshops;school and office equipment;pen;1.49;111
6069;2015-06-11;Paris;Summit Cash & Carry;school equipment;sponge;4.0;418
6070;2016-09-23;London;Haddow Camping Supplies;school and office equipment;pen;0.99;151
6071;2014-11-01;Paris;Summit Cash & Carry;school equipment;chalk;5.0;200
6072;2015-11-11;Krakow;Jeffries Logistics;school equipment;chalk;5.0;201
6073;2015-05-28;Paris;Holt Packaging;furniture;swivel chair;69.0;3
6074;2016-01-20;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;415
6075;2015-07-26;Barcelona;Super Memorabilia;furniture;swivel chair;69.0;7
6076;2016-11-01;Warszawa;North Point Services;school and office equipment;pen;1.49;255
6077;2015-08-08;Rome;Khan Cabs;school equipment;chalk;5.0;67
6078;2017-03-06;Paris;Summit Cash & Carry;school and office equipment;pen;1.49;275
6079;2015-03-18;Rome;Khan Cabs;school equipment;chalk;5.0;77
6080;2015-02-19;Cracow;Sterling Cameras;furniture;desk;149.99;11
6081;2016-10-16;Krakow;Jeffries Logistics;school equipment;sponge;4.0;112
6082;2016-04-05;Barcelona;Riverside Off Road Vehicles;school equipment;sponge;4.0;154
6083;2016-03-05;Krakow;Jeffries Logistics;furniture;desk;149.99;3
6084;2015-09-22;Paris;Summit Cash & Carry;school and office equipment;plasticine;2.99;26
6085;2014-12-26;Cracow;Sterling Cameras;school and office equipment;punch;7.5;137
6086;2016-01-13;Berlin;Pringle Cycles;school equipment;chalk;5.0;138
6087;2015-01-12;Paris;Wright Sporting Goods;furniture;desk;149.99;14
6088;2015-12-28;Berlin;Quality Boiler Repairs;furniture;desk;149.99;3
6089;2015-12-10;Berlin;Billingham Workshops;school equipment;chalk;5.0;46
6090;2015-02-09;Berlin;Quality Boiler Repairs;school equipment;blackboard;590.0;2
6091;2016-06-25;Rome;Pearce Printing;furniture;desk;149.99;2
6092;2017-01-12;London;Newbold Accountancy Services;school and office equipment;punch;7.5;74
6093;2014-11-26;Paris;Holt Packaging;school and office equipment;pen;1.49;190
6094;2015-06-04;Paris;Holt Packaging;school equipment;blackboard;590.0;4
6095;2015-07-22;Paris;Holt Packaging;school and office equipment;pen;1.49;171
6096;2016-11-06;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;33
6097;2016-05-01;Paris;Wright Sporting Goods;school equipment;sponge;4.0;426
6098;2016-03-13;Warszawa;Salisbury Promotions;furniture;desk;149.99;15
6099;2016-12-31;Paris;Holt Packaging;furniture;swivel chair;69.0;26
6100;2016-03-11;Barcelona;On Time Kitchens;school equipment;chalk;5.0;4
6101;2014-11-01;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;20
6102;2015-04-26;Rome;Pearce Printing;school equipment;chalk;5.0;20
6103;2017-01-07;Barcelona;Riverside Off Road Vehicles;school equipment;blackboard;590.0;2
6104;2016-06-30;Barcelona;Super Memorabilia;furniture;swivel chair;69.0;10
6105;2016-06-07;Paris;Summit Cash & Carry;school and office equipment;pen;0.99;155
6106;2015-02-20;Barcelona;On Time Kitchens;school equipment;sponge;4.0;32
6107;2014-12-30;London;Newbold Accountancy Services;school and office equipment;plasticine;2.99;175
6108;2016-10-28;Barcelona;On Time Kitchens;furniture;desk;149.99;16
6109;2014-11-25;Rome;Pearce Printing;furniture;desk;149.99;2
6110;2015-11-10;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;301
6111;2017-05-06;London;Haddow Camping Supplies;school and office equipment;pen;1.49;199
6112;2015-09-19;Krakow;Grady Recycling;furniture;desk;149.99;2
6113;2015-05-12;Rome;Pearce Printing;school equipment;sponge;4.0;7
6114;2015-09-10;Paris;Wright Sporting Goods;school equipment;blackboard;590.0;1
6115;2016-12-12;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;1
6116;2016-10-18;Rome;Pearce Printing;school equipment;sponge;4.0;70
6117;2015-11-29;Rome;Khan Cabs;furniture;desk;149.99;3
6118;2015-07-10;London;Newbold Accountancy Services;school equipment;blackboard;590.0;1
6119;2016-01-17;Warszawa;North Point Services;school and office equipment;punch;7.5;211
6120;2016-07-11;Krakow;Grady Recycling;school and office equipment;punch;7.5;157
6121;2015-02-24;Paris;Summit Cash & Carry;school equipment;chalk;5.0;23
6122;2014-10-09;Cracow;Grange Locksmiths;school and office equipment;plasticine;2.99;51
6123;2015-06-09;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;32
6124;2016-04-21;Warszawa;North Point Services;furniture;desk;149.99;6
6125;2017-04-19;Berlin;Billingham Workshops;furniture;desk;149.99;4
6126;2014-12-31;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;149
6127;2016-01-16;Paris;Holt Packaging;furniture;desk;149.99;16
6128;2016-05-27;Krakow;Grady Recycling;furniture;desk;149.99;6
6129;2015-09-05;Paris;Holt Packaging;school equipment;sponge;4.0;115
6130;2015-10-31;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;3
6131;2016-05-11;Rome;Pearce Printing;school equipment;blackboard;590.0;1
6132;2015-12-10;Cracow;Valley Coaches;school and office equipment;pen;0.99;150
6133;2016-07-01;Berlin;Billingham Workshops;furniture;desk;149.99;3
6134;2016-03-28;Krakow;Jeffries Logistics;school equipment;sponge;4.0;78
6135;2015-07-05;Barcelona;Rathbone Double Glazing;school and office equipment;plasticine;2.99;206
6136;2017-02-19;Barcelona;Rathbone Double Glazing;school equipment;chalk;5.0;113
6137;2016-10-20;Cracow;Richards Textiles;school equipment;sponge;4.0;77
6138;2015-01-21;Warszawa;North Point Services;school equipment;blackboard;590.0;1
6139;2016-10-03;Berlin;Billingham Workshops;school and office equipment;pen;0.99;47
6140;2016-01-27;Krakow;Jeffries Logistics;school and office equipment;punch;7.5;61
6141;2017-02-18;Krakow;Jeffries Logistics;furniture;desk;149.99;3
6142;2015-10-22;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;13
6143;2016-04-14;Berlin;Billingham Workshops;school and office equipment;pen;1.49;95
6144;2017-01-11;Berlin;Billingham Workshops;furniture;desk;149.99;1
6145;2016-11-20;Paris;Wright Sporting Goods;furniture;desk;149.99;10
6146;2017-02-05;Rome;Khan Cabs;furniture;swivel chair;69.0;6
6147;2016-03-15;Cracow;Valley Coaches;school equipment;blackboard;590.0;2
6148;2016-06-27;Berlin;Quality Boiler Repairs;furniture;swivel chair;69.0;4
6149;2015-02-19;London;Newbold Accountancy Services;furniture;swivel chair;69.0;22
6150;2016-04-30;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;1
6151;2015-10-12;Warszawa;North Point Services;school and office equipment;plasticine;2.99;23
6152;2017-05-09;Berlin;Billingham Workshops;furniture;swivel chair;69.0;2
6153;2017-02-12;Paris;Holt Packaging;school equipment;blackboard;590.0;2
6154;2014-12-23;London;Newbold Accountancy Services;school equipment;sponge;4.0;192
6155;2017-04-05;Warszawa;North Point Services;school and office equipment;punch;7.5;65
6156;2015-05-31;Krakow;Jeffries Logistics;school equipment;chalk;5.0;160
6157;2016-01-15;Krakow;Grady Recycling;school equipment;blackboard;590.0;3
6158;2015-05-03;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;22
6159;2015-05-31;London;Ashton Electronics;furniture;desk;149.99;1
6160;2016-06-23;Paris;Summit Cash & Carry;school equipment;sponge;4.0;408
6161;2016-11-02;Cracow;Sterling Cameras;furniture;swivel chair;69.0;10
6162;2015-05-07;Warszawa;North Point Services;school equipment;chalk;5.0;18
6163;2014-11-24;Cracow;Richards Textiles;school and office equipment;punch;7.5;10
6164;2015-04-21;Rome;Pearce Printing;school and office equipment;pen;1.49;60
6165;2015-06-03;Cracow;Grange Locksmiths;school and office equipment;pen;1.49;178
6166;2016-11-30;Berlin;Billingham Workshops;furniture;swivel chair;69.0;8
6167;2016-01-10;London;Haddow Camping Supplies;school and office equipment;pen;0.99;27
6168;2017-01-25;Cracow;Grange Locksmiths;school and office equipment;plasticine;2.99;90
6169;2016-04-28;London;Haddow Camping Supplies;furniture;swivel chair;69.0;11
6170;2014-12-13;London;Haddow Camping Supplies;furniture;swivel chair;69.0;21
6171;2017-03-28;Paris;Wright Sporting Goods;furniture;desk;149.99;9
6172;2016-06-07;Berlin;Pringle Cycles;school equipment;chalk;5.0;33
6173;2015-11-25;Rome;Khan Cabs;school and office equipment;pen;1.49;19
6174;2015-01-03;Barcelona;Riverside Off Road Vehicles;furniture;desk;149.99;11
6175;2017-01-27;Rome;Pearce Printing;furniture;swivel chair;69.0;8
6176;2014-12-05;Barcelona;Riverside Off Road Vehicles;furniture;desk;149.99;4
6177;2017-01-03;Krakow;Noakes Paper Products;furniture;desk;149.99;15
6178;2017-01-12;Krakow;Noakes Paper Products;school equipment;chalk;5.0;281
6179;2015-12-10;Paris;Summit Cash & Carry;school equipment;chalk;5.0;150
6180;2014-12-07;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;219
6181;2016-05-16;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;4
6182;2014-11-14;Berlin;Billingham Workshops;furniture;desk;149.99;3
6183;2015-12-12;Berlin;Pringle Cycles;furniture;swivel chair;69.0;9
6184;2016-04-08;Berlin;Quality Boiler Repairs;school and office equipment;punch;7.5;11
6185;2015-10-31;Krakow;Jeffries Logistics;school equipment;sponge;4.0;151
6186;2016-08-12;Paris;Wright Sporting Goods;school and office equipment;punch;7.5;47
6187;2016-09-01;London;Ashton Electronics;school and office equipment;pen;1.49;15
6188;2017-02-05;Cracow;Sterling Cameras;school equipment;blackboard;590.0;3
6189;2015-09-09;Barcelona;Super Memorabilia;school and office equipment;pen;0.99;128
6190;2017-03-12;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;30
6191;2017-02-05;Paris;Summit Cash & Carry;school and office equipment;plasticine;2.99;185
6192;2016-11-23;Warszawa;Salisbury Promotions;school equipment;chalk;5.0;190
6193;2015-12-25;Rome;Khan Cabs;school equipment;chalk;5.0;36
6194;2015-06-08;Barcelona;On Time Kitchens;furniture;desk;149.99;12
6195;2015-04-15;Berlin;On Top Workshops;furniture;swivel chair;69.0;5
6196;2016-03-21;Warszawa;North Point Services;school equipment;sponge;4.0;30
6197;2016-12-02;Berlin;On Top Workshops;school equipment;blackboard;590.0;1
6198;2015-09-28;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;35
6199;2016-07-18;Cracow;Sterling Cameras;school equipment;sponge;4.0;261
6200;2015-10-15;Berlin;On Top Workshops;school equipment;sponge;4.0;178
6201;2016-09-01;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;4
6202;2016-11-30;Berlin;Pringle Cycles;school and office equipment;plasticine;2.99;200
6203;2016-01-16;Cracow;Richards Textiles;school equipment;blackboard;590.0;3
6204;2016-04-15;Paris;Holt Packaging;school and office equipment;pen;0.99;181
6205;2016-07-03;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;0.99;152
6206;2016-01-25;Barcelona;Riverside Off Road Vehicles;furniture;desk;149.99;14
6207;2016-11-05;London;Haddow Camping Supplies;furniture;desk;149.99;10
6208;2016-01-18;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;7
6209;2015-12-29;Cracow;Valley Coaches;school equipment;sponge;4.0;14
6210;2017-01-08;Cracow;Grange Locksmiths;school equipment;blackboard;590.0;3
6211;2014-11-20;Warszawa;North Point Services;school equipment;blackboard;590.0;5
6212;2015-02-09;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;53
6213;2016-01-01;Cracow;Grange Locksmiths;school and office equipment;pen;0.99;177
6214;2016-08-20;London;Haddow Camping Supplies;furniture;desk;149.99;2
6215;2015-09-13;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;1.49;125
6216;2015-05-15;Warszawa;North Point Services;school and office equipment;pen;1.49;60
6217;2016-12-18;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;3
6218;2016-07-22;Rome;Khan Cabs;furniture;swivel chair;69.0;3
6219;2015-08-04;Cracow;Valley Coaches;school equipment;chalk;5.0;234
6220;2015-06-29;London;Newbold Accountancy Services;school and office equipment;pen;1.49;80
6221;2017-04-24;Rome;Khan Cabs;school and office equipment;punch;7.5;36
6222;2016-07-16;Paris;Summit Cash & Carry;school and office equipment;plasticine;2.99;400
6223;2015-06-16;Cracow;Grange Locksmiths;school and office equipment;plasticine;2.99;119
6224;2015-05-06;Berlin;Billingham Workshops;school and office equipment;punch;7.5;67
6225;2016-08-30;Berlin;Billingham Workshops;school equipment;blackboard;590.0;2
6226;2016-08-07;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;15
6227;2015-10-01;Rome;Pearce Printing;school equipment;chalk;5.0;1
6228;2016-08-13;London;Haddow Camping Supplies;school and office equipment;plasticine;2.99;290
6229;2016-03-31;Krakow;Jeffries Logistics;furniture;desk;149.99;16
6230;2015-01-01;Paris;Holt Packaging;school and office equipment;punch;7.5;63
6231;2015-04-22;Berlin;On Top Workshops;school equipment;chalk;5.0;155
6232;2015-08-29;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;115
6233;2016-06-16;Rome;Pearce Printing;school equipment;chalk;5.0;22
6234;2016-06-04;Paris;Summit Cash & Carry;furniture;desk;149.99;15
6235;2015-07-11;Cracow;Richards Textiles;school equipment;blackboard;590.0;1
6236;2015-01-10;London;Newbold Accountancy Services;school and office equipment;plasticine;2.99;129
6237;2016-07-16;Krakow;Noakes Paper Products;school equipment;chalk;5.0;333
6238;2017-03-09;Krakow;Noakes Paper Products;school equipment;chalk;5.0;239
6239;2015-09-08;Cracow;Grange Locksmiths;furniture;desk;149.99;8
6240;2017-05-09;Cracow;Grange Locksmiths;furniture;desk;149.99;4
6241;2017-01-13;Rome;Pearce Printing;furniture;desk;149.99;2
6242;2017-05-05;Barcelona;Rathbone Double Glazing;school and office equipment;plasticine;2.99;180
6243;2016-06-24;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;11
6244;2016-10-30;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;3
6245;2015-07-11;London;Ashton Electronics;school equipment;chalk;5.0;145
6246;2015-03-19;Paris;Wright Sporting Goods;school equipment;sponge;4.0;16
6247;2015-09-09;Paris;Holt Packaging;school equipment;blackboard;590.0;1
6248;2017-04-23;Barcelona;Super Memorabilia;school equipment;blackboard;590.0;3
6249;2015-08-08;London;Haddow Camping Supplies;school equipment;blackboard;590.0;1
6250;2015-03-09;Warszawa;North Point Services;school and office equipment;punch;7.5;156
6251;2015-11-15;Paris;Summit Cash & Carry;school equipment;sponge;4.0;372
6252;2017-02-26;Warszawa;North Point Services;furniture;desk;149.99;20
6253;2016-01-11;Berlin;On Top Workshops;school equipment;chalk;5.0;107
6254;2017-01-30;London;Newbold Accountancy Services;furniture;desk;149.99;3
6255;2016-04-08;Krakow;Grady Recycling;school and office equipment;pen;1.49;196
6256;2014-11-04;Barcelona;On Time Kitchens;school equipment;blackboard;590.0;4
6257;2015-05-12;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;1
6258;2015-09-20;Berlin;Billingham Workshops;school equipment;sponge;4.0;187
6259;2016-04-02;Berlin;Quality Boiler Repairs;furniture;swivel chair;69.0;4
6260;2015-04-22;Warszawa;North Point Services;school equipment;sponge;4.0;122
6261;2015-08-20;Rome;Pearce Printing;school and office equipment;pen;0.99;49
6262;2014-11-03;Barcelona;Rathbone Double Glazing;school equipment;chalk;5.0;353
6263;2015-07-15;London;Haddow Camping Supplies;furniture;desk;149.99;4
6264;2014-12-28;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;3
6265;2015-08-13;Berlin;Billingham Workshops;school equipment;sponge;4.0;68
6266;2016-04-15;Rome;Khan Cabs;school equipment;blackboard;590.0;1
6267;2015-08-12;Cracow;Richards Textiles;school equipment;blackboard;590.0;3
6268;2015-06-06;Rome;Khan Cabs;furniture;desk;149.99;3
6269;2015-07-04;Krakow;Grady Recycling;school equipment;chalk;5.0;222
6270;2015-08-09;Paris;Summit Cash & Carry;school equipment;sponge;4.0;323
6271;2015-12-12;Cracow;Grange Locksmiths;school equipment;chalk;5.0;180
6272;2016-02-22;Krakow;Grady Recycling;school equipment;blackboard;590.0;3
6273;2014-10-23;London;Newbold Accountancy Services;school and office equipment;pen;1.49;79
6274;2015-11-14;London;Haddow Camping Supplies;school and office equipment;pen;0.99;187
6275;2016-06-22;Krakow;Jeffries Logistics;furniture;desk;149.99;14
6276;2015-03-05;Rome;Pearce Printing;school and office equipment;punch;7.5;10
6277;2017-03-21;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;9
6278;2015-12-22;Cracow;Sterling Cameras;furniture;swivel chair;69.0;8
6279;2015-12-19;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;530
6280;2015-06-07;Barcelona;Super Memorabilia;furniture;swivel chair;69.0;31
6281;2015-09-08;Berlin;Quality Boiler Repairs;school and office equipment;plasticine;2.99;107
6282;2016-07-11;Krakow;Jeffries Logistics;school equipment;chalk;5.0;43
6283;2016-07-11;Berlin;Quality Boiler Repairs;furniture;desk;149.99;1
6284;2017-02-26;London;Haddow Camping Supplies;school and office equipment;plasticine;2.99;75
6285;2015-06-02;Krakow;Grady Recycling;school equipment;chalk;5.0;195
6286;2017-02-28;Krakow;Jeffries Logistics;school and office equipment;plasticine;2.99;353
6287;2014-11-22;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;25
6288;2017-03-08;Paris;Wright Sporting Goods;furniture;desk;149.99;20
6289;2016-09-23;Rome;Pearce Printing;school and office equipment;plasticine;2.99;93
6290;2016-06-03;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;212
6291;2016-11-29;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;9
6292;2017-01-09;Warszawa;North Point Services;furniture;swivel chair;69.0;34
6293;2015-12-16;London;Newbold Accountancy Services;furniture;swivel chair;69.0;7
6294;2015-01-19;Cracow;Valley Coaches;school equipment;chalk;5.0;29
6295;2015-05-02;London;Newbold Accountancy Services;school equipment;sponge;4.0;259
6296;2015-11-23;Krakow;Noakes Paper Products;school and office equipment;punch;7.5;73
6297;2014-10-15;Rome;Khan Cabs;school equipment;blackboard;590.0;1
6298;2017-04-25;Rome;Khan Cabs;school and office equipment;plasticine;2.99;77
6299;2015-04-08;Paris;Holt Packaging;furniture;swivel chair;69.0;32
6300;2017-01-05;Rome;Khan Cabs;school and office equipment;plasticine;2.99;65
6301;2017-05-05;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;0.99;106
6302;2016-09-14;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;4
6303;2015-04-30;Berlin;Billingham Workshops;school equipment;chalk;5.0;40
6304;2015-05-11;Cracow;Richards Textiles;school equipment;chalk;5.0;259
6305;2016-01-14;Rome;Khan Cabs;school and office equipment;punch;7.5;13
6306;2015-06-17;Paris;Holt Packaging;school equipment;blackboard;590.0;1
6307;2016-03-30;Cracow;Richards Textiles;school and office equipment;punch;7.5;24
6308;2016-03-03;Berlin;Pringle Cycles;school equipment;chalk;5.0;95
6309;2015-09-22;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;6
6310;2015-12-28;Paris;Wright Sporting Goods;furniture;desk;149.99;16
6311;2017-03-08;Krakow;Noakes Paper Products;school and office equipment;pen;0.99;119
6312;2015-08-09;Cracow;Valley Coaches;furniture;swivel chair;69.0;2
6313;2017-01-05;Cracow;Sterling Cameras;school equipment;sponge;4.0;276
6314;2015-01-07;Warszawa;Salisbury Promotions;furniture;desk;149.99;12
6315;2015-11-03;Rome;Khan Cabs;school and office equipment;pen;1.49;15
6316;2016-10-06;Berlin;Quality Boiler Repairs;furniture;desk;149.99;1
6317;2017-03-16;Berlin;Billingham Workshops;school and office equipment;plasticine;2.99;178
6318;2014-10-12;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;25
6319;2016-10-09;London;Newbold Accountancy Services;furniture;swivel chair;69.0;15
6320;2017-03-08;Barcelona;On Time Kitchens;furniture;desk;149.99;2
6321;2017-03-20;Rome;Khan Cabs;school and office equipment;pen;1.49;15
6322;2016-03-12;Cracow;Valley Coaches;school equipment;blackboard;590.0;1
6323;2015-07-18;Berlin;Pringle Cycles;school and office equipment;pen;0.99;45
6324;2016-06-27;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;3
6325;2015-02-28;Rome;Pearce Printing;furniture;desk;149.99;2
6326;2016-12-20;Paris;Summit Cash & Carry;furniture;desk;149.99;15
6327;2017-05-02;Rome;Khan Cabs;school equipment;blackboard;590.0;1
6328;2015-02-15;Krakow;Grady Recycling;school equipment;blackboard;590.0;4
6329;2015-06-28;Cracow;Sterling Cameras;school and office equipment;plasticine;2.99;226
6330;2015-10-25;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;6
6331;2016-07-30;Berlin;Pringle Cycles;school equipment;sponge;4.0;158
6332;2015-09-28;Rome;Khan Cabs;school equipment;blackboard;590.0;1
6333;2016-12-11;London;Haddow Camping Supplies;furniture;swivel chair;69.0;22
6334;2015-04-04;Rome;Pearce Printing;school equipment;chalk;5.0;87
6335;2015-05-06;Berlin;Quality Boiler Repairs;school and office equipment;punch;7.5;92
6336;2015-09-23;Barcelona;On Time Kitchens;furniture;desk;149.99;2
6337;2016-05-10;Barcelona;On Time Kitchens;furniture;swivel chair;69.0;29
6338;2016-12-20;Paris;Wright Sporting Goods;school and office equipment;pen;0.99;167
6339;2016-06-02;Paris;Summit Cash & Carry;furniture;desk;149.99;20
6340;2015-01-07;London;Ashton Electronics;school and office equipment;pen;1.49;57
6341;2015-12-17;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;251
6342;2016-12-16;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;4
6343;2016-12-15;Barcelona;Riverside Off Road Vehicles;furniture;desk;149.99;11
6344;2015-06-27;Berlin;Quality Boiler Repairs;school equipment;chalk;5.0;119
6345;2015-08-18;Paris;Summit Cash & Carry;school and office equipment;punch;7.5;110
6346;2016-07-27;London;Haddow Camping Supplies;furniture;desk;149.99;12
6347;2015-04-13;London;Ashton Electronics;furniture;swivel chair;69.0;12
6348;2016-12-16;London;Newbold Accountancy Services;school and office equipment;pen;0.99;20
6349;2015-08-27;Barcelona;Rathbone Double Glazing;school and office equipment;pen;1.49;269
6350;2014-11-15;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;189
6351;2015-01-29;London;Haddow Camping Supplies;school equipment;chalk;5.0;181
6352;2014-12-23;Krakow;Grady Recycling;furniture;swivel chair;69.0;25
6353;2016-11-03;London;Haddow Camping Supplies;school and office equipment;plasticine;2.99;110
6354;2016-03-03;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;240
6355;2015-11-09;Cracow;Sterling Cameras;school equipment;sponge;4.0;83
6356;2016-03-31;Barcelona;Super Memorabilia;furniture;desk;149.99;1
6357;2016-02-27;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;226
6358;2015-04-14;Berlin;On Top Workshops;furniture;swivel chair;69.0;10
6359;2014-12-16;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;266
6360;2017-01-18;Krakow;Grady Recycling;school equipment;sponge;4.0;99
6361;2016-06-29;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;1
6362;2016-03-29;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;27
6363;2016-11-08;Rome;Khan Cabs;school and office equipment;pen;1.49;40
6364;2017-04-17;London;Newbold Accountancy Services;school and office equipment;pen;1.49;125
